Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate
37,No,Travel_Rarely,Travel_Rarely,Research & Development,10,1,Life Sciences,1,802,4,Female,82
38,No,Travel_Frequently,Travel_Rarely,Research & Development,2,4,Life Sciences,1,803,1,Female,75
34,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Medical,1,804,3,Female,86
35,No,Travel_Rarely,Travel_Rarely,Sales,8,4,Life Sciences,1,805,1,Female,72
30,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,806,4,Male,38
40,No,Travel_Frequently,Travel_Rarely,Research & Development,2,2,Medical,1,807,3,Female,38
34,No,Travel_Rarely,Travel_Rarely,Sales,8,2,Life Sciences,1,808,3,Female,93
42,No,Travel_Frequently,Travel_Rarely,Research & Development,8,3,Life Sciences,1,809,2,Male,66
23,Yes,Travel_Rarely,Travel_Rarely,Research & Development,6,3,Life Sciences,1,811,3,Male,63
24,No,Non-Travel,Travel_Rarely,Research & Development,9,3,Life Sciences,1,812,3,Male,60
52,No,Travel_Rarely,Travel_Rarely,Research & Development,11,4,Life Sciences,1,813,4,Female,82
50,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Medical,1,815,3,Male,64
29,Yes,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Life Sciences,1,816,2,Female,36
33,No,Travel_Rarely,Travel_Rarely,Research & Development,7,3,Medical,1,817,3,Male,49
33,Yes,Travel_Rarely,Travel_Rarely,Sales,16,3,Marketing,1,819,1,Female,69
47,No,Travel_Rarely,Travel_Rarely,Research & Development,2,2,Other,1,820,3,Female,33
36,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Other,1,823,3,Female,35
29,No,Travel_Rarely,Travel_Rarely,Research & Development,23,2,Life Sciences,1,824,3,Male,81
58,Yes,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Life Sciences,1,825,4,Male,31
35,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Life Sciences,1,826,4,Female,40
42,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Life Sciences,1,827,4,Female,43
28,Yes,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Medical,1,828,3,Male,46
36,No,Travel_Rarely,Travel_Rarely,Human Resources,13,3,Human Resources,1,829,3,Male,36
32,No,Travel_Rarely,Travel_Rarely,Research & Development,4,3,Life Sciences,1,830,3,Female,98
40,No,Travel_Frequently,Travel_Rarely,Research & Development,16,4,Medical,1,832,1,Male,51
30,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Medical,1,833,3,Female,52
45,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Life Sciences,1,834,2,Female,95
42,No,Travel_Rarely,Travel_Rarely,Research & Development,29,3,Life Sciences,1,836,2,Male,98
38,No,Travel_Frequently,Travel_Rarely,Research & Development,12,3,Life Sciences,1,837,1,Male,45
34,No,Travel_Frequently,Travel_Rarely,Research & Development,16,4,Life Sciences,1,838,3,Female,100
49,Yes,Travel_Rarely,Travel_Rarely,Sales,11,3,Marketing,1,840,3,Female,43
55,Yes,Travel_Rarely,Travel_Rarely,Sales,2,1,Medical,1,842,3,Male,37
43,No,Travel_Rarely,Travel_Rarely,Research & Development,14,2,Life Sciences,1,843,2,Male,94
27,No,Travel_Rarely,Travel_Rarely,Research & Development,5,1,Technical Degree,1,844,3,Male,42
35,No,Travel_Rarely,Travel_Rarely,Research & Development,7,3,Other,1,845,3,Male,59
28,No,Travel_Rarely,Travel_Rarely,Sales,2,4,Marketing,1,846,2,Female,81
34,No,Travel_Rarely,Travel_Rarely,Human Resources,3,2,Human Resources,1,847,3,Male,88
26,Yes,Travel_Frequently,Travel_Rarely,Research & Development,5,2,Medical,1,848,3,Female,88
27,No,Non-Travel,Travel_Rarely,Research & Development,3,3,Medical,1,850,4,Male,50
51,No,Travel_Rarely,Travel_Rarely,Sales,26,4,Marketing,1,851,1,Female,66
44,No,Travel_Rarely,Travel_Rarely,Research & Development,4,3,Medical,1,852,4,Male,50
25,No,Travel_Rarely,Travel_Rarely,Research & Development,2,1,Medical,1,854,1,Male,65
33,No,Travel_Rarely,Travel_Rarely,Sales,1,3,Medical,1,855,1,Male,48
35,No,Travel_Rarely,Travel_Rarely,Research & Development,27,1,Medical,1,856,3,Female,53
36,No,Travel_Rarely,Travel_Rarely,Sales,1,2,Life Sciences,1,857,2,Male,56
32,No,Travel_Rarely,Travel_Rarely,Sales,13,4,Life Sciences,1,859,2,Male,73
30,No,Travel_Frequently,Travel_Rarely,Research & Development,5,4,Life Sciences,1,861,2,Male,75
53,No,Travel_Rarely,Travel_Rarely,Sales,7,2,Marketing,1,862,1,Female,78
45,No,Travel_Rarely,Travel_Rarely,Sales,9,3,Marketing,1,864,4,Male,74
32,No,Travel_Rarely,Travel_Rarely,Research & Development,8,2,Medical,1,865,3,Female,91
52,No,Travel_Frequently,Travel_Rarely,Research & Development,25,4,Medical,1,867,3,Female,81
37,No,Travel_Rarely,Travel_Rarely,Sales,16,4,Marketing,1,868,4,Male,66
28,No,Travel_Rarely,Travel_Rarely,Human Resources,8,2,Medical,1,869,2,Male,63
22,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Life Sciences,1,872,4,Male,33
44,No,Travel_Rarely,Travel_Rarely,Research & Development,8,4,Life Sciences,1,874,1,Male,62
42,No,Travel_Frequently,Travel_Rarely,Research & Development,2,1,Medical,1,875,2,Male,35
36,No,Travel_Rarely,Travel_Rarely,Human Resources,8,3,Life Sciences,1,878,1,Male,77
25,No,Travel_Rarely,Travel_Rarely,Sales,3,1,Other,1,879,3,Male,98
35,No,Travel_Rarely,Travel_Rarely,Research & Development,9,3,Life Sciences,1,880,4,Female,66
35,Yes,Travel_Frequently,Travel_Rarely,Research & Development,25,4,Life Sciences,1,881,4,Female,96
32,No,Non-Travel,Travel_Rarely,Research & Development,1,3,Life Sciences,1,882,4,Male,61
25,No,Travel_Rarely,Travel_Rarely,Sales,4,1,Marketing,1,885,3,Male,87
49,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Technical Degree,1,887,3,Female,36
24,No,Non-Travel,Travel_Rarely,Research & Development,4,1,Life Sciences,1,888,1,Male,46
32,No,Travel_Frequently,Travel_Rarely,Sales,5,2,Life Sciences,1,889,2,Male,48
38,No,Travel_Rarely,Travel_Rarely,Sales,9,3,Marketing,1,893,2,Male,98
42,No,Travel_Rarely,Travel_Rarely,Research & Development,3,3,Life Sciences,1,894,3,Female,95
31,No,Travel_Rarely,Travel_Rarely,Research & Development,11,4,Life Sciences,1,895,4,Male,48
29,Yes,Travel_Rarely,Travel_Rarely,Sales,1,3,Medical,1,896,2,Female,48
53,No,Travel_Rarely,Travel_Rarely,Sales,8,3,Marketing,1,897,1,Male,73
35,No,Travel_Rarely,Travel_Rarely,Research & Development,25,3,Technical Degree,1,899,4,Male,78
37,No,Travel_Frequently,Travel_Rarely,Sales,21,2,Medical,1,900,3,Female,54
53,No,Travel_Rarely,Travel_Rarely,Research & Development,23,4,Life Sciences,1,901,4,Female,72
43,No,Travel_Frequently,Travel_Rarely,Research & Development,1,3,Life Sciences,1,902,4,Female,33
47,No,Travel_Rarely,Travel_Rarely,Sales,2,2,Marketing,1,903,3,Female,35
37,No,Non-Travel,Travel_Rarely,Sales,19,2,Medical,1,904,1,Male,32
50,No,Non-Travel,Travel_Rarely,Research & Development,2,4,Life Sciences,1,905,1,Male,98
39,No,Travel_Rarely,Travel_Rarely,Human Resources,2,3,Life Sciences,1,909,4,Female,42
33,No,Travel_Rarely,Travel_Rarely,Human Resources,3,2,Human Resources,1,910,4,Male,57
32,Yes,Travel_Rarely,Travel_Rarely,Research & Development,25,4,Life Sciences,1,911,1,Male,87
29,No,Travel_Rarely,Travel_Rarely,Research & Development,7,1,Medical,1,912,1,Female,62
44,No,Travel_Rarely,Travel_Rarely,Research & Development,9,2,Life Sciences,1,913,2,Male,61
28,No,Travel_Rarely,Travel_Rarely,Sales,5,4,Medical,1,916,1,Male,98
58,Yes,Travel_Frequently,Travel_Rarely,Research & Development,2,1,Life Sciences,1,918,4,Male,57
43,No,Travel_Rarely,Travel_Rarely,Research & Development,8,3,Life Sciences,1,920,1,Female,55
20,Yes,Travel_Rarely,Travel_Rarely,Sales,2,3,Medical,1,922,3,Female,49
21,Yes,Travel_Rarely,Travel_Rarely,Research & Development,18,1,Other,1,923,4,Female,65
36,No,Travel_Rarely,Travel_Rarely,Research & Development,14,1,Life Sciences,1,924,3,Male,68
47,No,Travel_Rarely,Travel_Rarely,Sales,2,4,Life Sciences,1,925,4,Female,65
22,Yes,Travel_Rarely,Travel_Rarely,Research & Development,3,1,Life Sciences,1,926,2,Female,34
41,Yes,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Life Sciences,1,927,2,Female,57
28,No,Travel_Rarely,Travel_Rarely,Research & Development,9,3,Medical,1,930,3,Female,77
39,Yes,Travel_Rarely,Travel_Rarely,Research & Development,6,3,Medical,1,932,4,Male,70
27,No,Travel_Rarely,Travel_Rarely,Research & Development,4,3,Life Sciences,1,933,2,Female,76
34,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Life Sciences,1,934,2,Male,83
42,No,Travel_Rarely,Travel_Rarely,Sales,14,2,Medical,1,936,3,Female,68
33,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Other,1,939,3,Male,100
58,No,Travel_Rarely,Travel_Rarely,Research & Development,5,3,Technical Degree,1,940,3,Female,37
31,No,Travel_Rarely,Travel_Rarely,Sales,7,4,Life Sciences,1,941,2,Male,41
35,No,Travel_Rarely,Travel_Rarely,Research & Development,21,1,Life Sciences,1,942,4,Female,51
49,No,Travel_Rarely,Travel_Rarely,Research & Development,8,2,Other,1,944,1,Female,51
48,No,Travel_Rarely,Travel_Rarely,Research & Development,20,4,Medical,1,945,4,Male,51
31,No,Non-Travel,Travel_Rarely,Sales,20,2,Marketing,1,947,4,Female,45
36,No,Travel_Rarely,Travel_Rarely,Research & Development,7,4,Other,1,949,2,Male,65
38,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Technical Degree,1,950,4,Female,80
32,No,Non-Travel,Travel_Rarely,Research & Development,1,3,Life Sciences,1,951,3,Female,70
25,Yes,Travel_Rarely,Travel_Rarely,Sales,19,2,Marketing,1,952,3,Male,36
40,No,Travel_Rarely,Travel_Rarely,Sales,10,4,Marketing,1,954,1,Male,67
26,No,Travel_Frequently,Travel_Rarely,Sales,1,3,Medical,1,956,3,Male,52
41,No,Travel_Rarely,Travel_Rarely,Research & Development,6,3,Medical,1,957,4,Male,59
36,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Medical,1,958,3,Male,79
19,Yes,Travel_Rarely,Travel_Rarely,Sales,21,3,Other,1,959,4,Male,37
20,Yes,Travel_Rarely,Travel_Rarely,Research & Development,4,3,Technical Degree,1,960,1,Male,84
31,No,Travel_Rarely,Travel_Rarely,Research & Development,12,3,Medical,1,961,4,Female,41
40,No,Travel_Frequently,Travel_Rarely,Research & Development,9,4,Medical,1,964,4,Male,35
32,No,Travel_Rarely,Travel_Rarely,Research & Development,3,4,Medical,1,966,3,Female,93
36,Yes,Travel_Rarely,Travel_Rarely,Sales,3,1,Life Sciences,1,967,3,Male,51
33,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,969,2,Female,42
37,Yes,Travel_Rarely,Travel_Rarely,Sales,1,4,Life Sciences,1,970,1,Male,46
45,No,Non-Travel,Travel_Rarely,Research & Development,4,2,Life Sciences,1,972,3,Male,57
29,No,Travel_Frequently,Travel_Rarely,Sales,20,3,Technical Degree,1,974,3,Female,84
35,No,Travel_Rarely,Travel_Rarely,Sales,18,3,Medical,1,975,3,Female,86
52,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Life Sciences,1,976,4,Male,70
58,Yes,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Technical Degree,1,977,4,Male,51
53,No,Travel_Rarely,Travel_Rarely,Sales,2,2,Medical,1,981,3,Male,45
30,No,Travel_Rarely,Travel_Rarely,Sales,8,2,Other,1,982,3,Male,62
38,No,Non-Travel,Travel_Rarely,Sales,10,3,Technical Degree,1,983,3,Female,85
35,No,Travel_Rarely,Travel_Rarely,Sales,3,4,Life Sciences,1,984,4,Male,92
39,No,Travel_Rarely,Travel_Rarely,Sales,2,5,Life Sciences,1,985,1,Male,41
40,Yes,Non-Travel,Travel_Rarely,Sales,24,3,Life Sciences,1,986,2,Female,100
47,No,Travel_Frequently,Travel_Rarely,Research & Development,16,4,Medical,1,987,3,Male,64
36,No,Non-Travel,Travel_Rarely,Sales,8,4,Technical Degree,1,990,1,Male,84
31,Yes,Non-Travel,Travel_Rarely,Research & Development,9,2,Medical,1,991,3,Male,46
33,No,Non-Travel,Travel_Rarely,Sales,17,3,Life Sciences,1,992,4,Male,38
29,Yes,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Life Sciences,1,994,4,Female,92
33,No,Travel_Rarely,Travel_Rarely,Research & Development,13,1,Life Sciences,1,995,2,Female,53
45,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Medical,1,996,4,Female,91
50,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Medical,1,997,4,Male,66
33,No,Travel_Frequently,Travel_Rarely,Research & Development,1,4,Other,1,998,3,Female,84
41,No,Travel_Frequently,Travel_Rarely,Research & Development,9,3,Medical,1,999,1,Male,64
27,No,Travel_Rarely,Travel_Rarely,Research & Development,16,4,Technical Degree,1,1001,3,Female,37
45,No,Non-Travel,Travel_Rarely,Research & Development,23,2,Life Sciences,1,1002,4,Male,42
47,No,Travel_Rarely,Travel_Rarely,Sales,4,2,Life Sciences,1,1003,4,Female,83
30,Yes,Travel_Rarely,Travel_Rarely,Research & Development,22,3,Life Sciences,1,1004,1,Female,48
50,No,Travel_Rarely,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1005,4,Male,95
38,No,Travel_Frequently,Travel_Rarely,Research & Development,10,1,Medical,1,1006,3,Male,66
46,No,Travel_Rarely,Travel_Rarely,Research & Development,7,2,Medical,1,1007,4,Male,75
24,No,Travel_Rarely,Travel_Rarely,Research & Development,17,1,Medical,1,1009,4,Female,41
35,Yes,Travel_Rarely,Travel_Rarely,Research & Development,14,4,Other,1,1010,3,Male,39
31,No,Travel_Frequently,Travel_Rarely,Research & Development,1,1,Life Sciences,1,1011,3,Female,96
18,No,Non-Travel,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1012,2,Male,73
54,No,Travel_Rarely,Travel_Rarely,Research & Development,17,3,Technical Degree,1,1013,3,Female,56
35,No,Travel_Rarely,Travel_Rarely,Research & Development,25,4,Medical,1,1014,3,Female,57
30,No,Travel_Rarely,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1015,2,Female,73
20,Yes,Travel_Rarely,Travel_Rarely,Research & Development,11,3,Medical,1,1016,4,Female,98
30,Yes,Travel_Frequently,Travel_Rarely,Research & Development,5,3,Medical,1,1017,2,Female,60
26,No,Travel_Rarely,Travel_Rarely,Research & Development,2,2,Medical,1,1018,4,Male,32
22,No,Travel_Rarely,Travel_Rarely,Research & Development,8,1,Life Sciences,1,1019,2,Male,94
48,No,Travel_Rarely,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1022,1,Male,97
48,No,Travel_Rarely,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1024,3,Male,78
41,No,Travel_Rarely,Travel_Rarely,Research & Development,7,2,Medical,1,1025,4,Female,42
39,No,Travel_Rarely,Travel_Rarely,Research & Development,1,1,Life Sciences,1,1026,4,Female,65
27,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1027,1,Female,47
35,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Other,1,1028,2,Male,45
42,No,Travel_Rarely,Travel_Rarely,Sales,5,2,Marketing,1,1029,4,Male,90
50,No,Travel_Rarely,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1030,1,Male,64
59,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1032,3,Female,69
37,Yes,Travel_Rarely,Travel_Rarely,Research & Development,11,2,Medical,1,1033,1,Female,61
55,No,Travel_Frequently,Travel_Rarely,Research & Development,18,4,Medical,1,1034,3,Male,62
41,No,Non-Travel,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1035,2,Female,55
38,No,Travel_Rarely,Travel_Rarely,Sales,3,4,Life Sciences,1,1036,2,Male,42
26,Yes,Non-Travel,Travel_Rarely,Sales,29,2,Medical,1,1037,2,Male,79
52,Yes,Travel_Rarely,Travel_Rarely,Sales,2,1,Marketing,1,1038,1,Female,57
44,No,Travel_Rarely,Travel_Rarely,Sales,28,3,Medical,1,1039,4,Female,53
50,No,Non-Travel,Travel_Rarely,Sales,1,3,Life Sciences,1,1040,4,Female,95
36,Yes,Travel_Rarely,Travel_Rarely,Research & Development,16,4,Life Sciences,1,1042,3,Female,43
39,No,Travel_Frequently,Travel_Rarely,Research & Development,22,3,Medical,1,1043,4,Female,82
33,No,Non-Travel,Travel_Rarely,Sales,8,1,Life Sciences,1,1044,2,Female,88
45,No,Travel_Rarely,Travel_Rarely,Sales,11,2,Life Sciences,1,1045,4,Female,90
32,No,Non-Travel,Travel_Rarely,Research & Development,29,4,Medical,1,1046,4,Female,69
34,No,Travel_Rarely,Travel_Rarely,Sales,1,4,Marketing,1,1047,2,Male,75
59,No,Travel_Rarely,Travel_Rarely,Sales,1,2,Technical Degree,1,1048,2,Male,66
45,No,Travel_Rarely,Travel_Rarely,Human Resources,24,4,Medical,1,1049,2,Male,36
53,No,Travel_Frequently,Travel_Rarely,Sales,2,3,Marketing,1,1050,3,Female,38
36,Yes,Travel_Rarely,Travel_Rarely,Research & Development,15,3,Other,1,1052,1,Male,81
26,Yes,Travel_Frequently,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1053,1,Male,57
34,No,Travel_Rarely,Travel_Rarely,Sales,10,4,Life Sciences,1,1055,3,Female,87
28,No,Travel_Rarely,Travel_Rarely,Sales,10,1,Medical,1,1056,4,Male,74
38,No,Travel_Frequently,Travel_Rarely,Research & Development,3,4,Other,1,1060,3,Male,44
50,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Medical,1,1061,2,Male,62
37,No,Travel_Rarely,Travel_Rarely,Research & Development,3,3,Other,1,1062,4,Female,35
40,No,Travel_Rarely,Travel_Rarely,Sales,26,3,Marketing,1,1066,3,Male,74
26,No,Travel_Frequently,Travel_Rarely,Research & Development,1,1,Medical,1,1068,1,Female,66
46,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Medical,1,1069,4,Male,40
54,No,Travel_Rarely,Travel_Rarely,Sales,2,4,Life Sciences,1,1070,3,Female,41
56,No,Travel_Frequently,Travel_Rarely,Research & Development,9,3,Medical,1,1071,1,Female,63
36,No,Travel_Rarely,Travel_Rarely,Research & Development,12,5,Medical,1,1073,4,Female,51
55,No,Non-Travel,Travel_Rarely,Research & Development,2,1,Medical,1,1074,3,Male,40
43,No,Travel_Rarely,Travel_Rarely,Sales,25,3,Medical,1,1076,3,Male,79
20,Yes,Travel_Frequently,Travel_Rarely,Sales,9,3,Marketing,1,1077,4,Female,54
21,Yes,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1079,3,Female,36
46,No,Travel_Rarely,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1080,4,Female,74
51,Yes,Travel_Rarely,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1081,1,Male,34
28,Yes,Non-Travel,Travel_Rarely,Research & Development,24,2,Technical Degree,1,1082,2,Male,72
26,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Medical,1,1083,1,Male,59
30,No,Travel_Rarely,Travel_Rarely,Research & Development,20,3,Other,1,1084,3,Male,85
41,No,Travel_Rarely,Travel_Rarely,Research & Development,7,2,Technical Degree,1,1085,2,Female,43
38,No,Travel_Rarely,Travel_Rarely,Research & Development,17,1,Life Sciences,1,1088,3,Female,65
40,No,Travel_Rarely,Travel_Rarely,Research & Development,20,4,Technical Degree,1,1092,1,Male,61
27,No,Non-Travel,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1094,1,Male,87
55,No,Travel_Frequently,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1096,4,Male,65
28,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Other,1,1097,3,Female,59
44,Yes,Travel_Rarely,Travel_Rarely,Human Resources,1,2,Medical,1,1098,2,Male,91
33,No,Travel_Rarely,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1099,4,Male,34
35,Yes,Travel_Rarely,Travel_Rarely,Sales,4,3,Technical Degree,1,1100,4,Male,86
33,Yes,Travel_Frequently,Travel_Rarely,Research & Development,29,4,Medical,1,1101,1,Female,54
28,No,Travel_Rarely,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1102,1,Male,50
34,No,Travel_Frequently,Travel_Rarely,Research & Development,3,1,Life Sciences,1,1103,1,Male,45
37,No,Travel_Rarely,Travel_Rarely,Sales,10,4,Life Sciences,1,1105,4,Female,88
25,Yes,Travel_Rarely,Travel_Rarely,Research & Development,4,1,Technical Degree,1,1106,4,Male,32
26,Yes,Travel_Rarely,Travel_Rarely,Research & Development,21,3,Medical,1,1107,1,Male,37
33,Yes,Travel_Rarely,Travel_Rarely,Research & Development,25,3,Medical,1,1108,1,Male,55
42,No,Travel_Rarely,Travel_Rarely,Research & Development,2,2,Medical,1,1109,4,Male,35
28,Yes,Travel_Frequently,Travel_Rarely,Research & Development,1,3,Medical,1,1111,1,Male,45
50,Yes,Travel_Frequently,Travel_Rarely,Sales,1,4,Other,1,1113,4,Male,81
33,No,Travel_Frequently,Travel_Rarely,Sales,7,3,Life Sciences,1,1114,4,Female,30
34,No,Non-Travel,Travel_Rarely,Research & Development,3,4,Life Sciences,1,1115,3,Male,40
48,No,Non-Travel,Travel_Rarely,Research & Development,1,4,Medical,1,1116,1,Male,35
45,No,Non-Travel,Travel_Rarely,Sales,9,4,Life Sciences,1,1117,2,Female,65
52,No,Travel_Rarely,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1118,2,Male,87
38,No,Travel_Rarely,Travel_Rarely,Sales,10,4,Marketing,1,1119,3,Male,73
29,No,Travel_Rarely,Travel_Rarely,Research & Development,28,4,Life Sciences,1,1120,3,Female,93
28,No,Travel_Rarely,Travel_Rarely,Research & Development,3,3,Medical,1,1121,4,Female,93
46,No,Travel_Rarely,Travel_Rarely,Sales,3,1,Marketing,1,1124,1,Male,52
38,No,Travel_Rarely,Travel_Rarely,Sales,2,2,Marketing,1,1125,4,Male,32
43,No,Travel_Frequently,Travel_Rarely,Research & Development,27,3,Life Sciences,1,1126,3,Female,83
39,Yes,Travel_Frequently,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1127,1,Male,84
40,No,Travel_Rarely,Travel_Rarely,Research & Development,14,3,Medical,1,1128,3,Male,44
21,No,Travel_Rarely,Travel_Rarely,Research & Development,1,1,Technical Degree,1,1131,4,Female,70
39,No,Non-Travel,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1132,3,Male,70
36,No,Non-Travel,Travel_Rarely,Research & Development,18,4,Life Sciences,1,1133,1,Male,78
31,No,Travel_Frequently,Travel_Rarely,Sales,20,3,Life Sciences,1,1135,3,Male,67
28,No,Travel_Rarely,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1136,1,Male,67
35,No,Travel_Frequently,Travel_Rarely,Sales,11,2,Marketing,1,1137,4,Male,54
49,No,Travel_Rarely,Travel_Rarely,Sales,8,4,Technical Degree,1,1138,4,Male,56
34,No,Travel_Frequently,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1140,4,Male,95
29,No,Travel_Frequently,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1143,4,Female,61
42,No,Travel_Rarely,Travel_Rarely,Research & Development,29,3,Medical,1,1148,2,Male,56
29,No,Travel_Rarely,Travel_Rarely,Research & Development,8,1,Medical,1,1150,2,Male,79
38,No,Travel_Rarely,Travel_Rarely,Human Resources,1,3,Human Resources,1,1152,3,Male,37
28,No,Travel_Frequently,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1154,3,Male,39
18,Yes,Non-Travel,Travel_Rarely,Research & Development,8,1,Medical,1,1156,3,Male,80
33,Yes,Travel_Rarely,Travel_Rarely,Sales,9,4,Marketing,1,1157,1,Female,77
41,No,Travel_Rarely,Travel_Rarely,Research & Development,12,4,Life Sciences,1,1158,2,Male,46
31,Yes,Travel_Frequently,Travel_Rarely,Research & Development,15,3,Medical,1,1160,3,Male,72
37,No,Travel_Rarely,Travel_Rarely,Research & Development,25,2,Medical,1,1161,3,Female,52
27,No,Travel_Rarely,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1162,4,Male,55
34,No,Travel_Rarely,Travel_Rarely,Sales,9,1,Life Sciences,1,1163,2,Female,70
35,No,Travel_Rarely,Travel_Rarely,Human Resources,8,4,Technical Degree,1,1164,3,Male,100
29,Yes,Travel_Rarely,Travel_Rarely,Sales,23,1,Life Sciences,1,1165,4,Female,45
40,No,Travel_Frequently,Travel_Rarely,Research & Development,9,4,Medical,1,1166,2,Female,88
42,Yes,Travel_Frequently,Travel_Rarely,Sales,12,3,Life Sciences,1,1167,3,Male,44
42,No,Travel_Rarely,Travel_Rarely,Sales,4,4,Marketing,1,1171,2,Male,45
35,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Medical,1,1172,4,Male,58
24,No,Travel_Rarely,Travel_Rarely,Research & Development,24,3,Medical,1,1173,4,Male,49
28,Yes,Travel_Rarely,Travel_Rarely,Research & Development,12,1,Life Sciences,1,1175,3,Female,79
26,No,Travel_Rarely,Travel_Rarely,Research & Development,3,4,Medical,1,1177,1,Male,82
30,No,Travel_Rarely,Travel_Rarely,Sales,10,3,Marketing,1,1179,3,Male,72
40,No,Travel_Frequently,Travel_Rarely,Research & Development,26,2,Medical,1,1180,3,Female,92
35,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1182,3,Male,44
34,No,Travel_Frequently,Travel_Rarely,Research & Development,1,3,Medical,1,1184,4,Male,97
35,No,Travel_Frequently,Travel_Rarely,Research & Development,4,4,Other,1,1185,4,Male,47
43,Yes,Travel_Rarely,Travel_Rarely,Sales,9,3,Marketing,1,1188,1,Female,85
32,No,Non-Travel,Travel_Rarely,Sales,2,1,Life Sciences,1,1190,3,Female,76
56,No,Travel_Rarely,Travel_Rarely,Research & Development,4,4,Technical Degree,1,1191,4,Female,92
29,No,Travel_Rarely,Travel_Rarely,Research & Development,6,1,Medical,1,1192,2,Female,54
19,No,Travel_Rarely,Travel_Rarely,Research & Development,9,2,Life Sciences,1,1193,3,Male,54
45,No,Travel_Rarely,Travel_Rarely,Research & Development,7,3,Medical,1,1195,1,Female,83
37,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1196,4,Female,56
20,No,Travel_Rarely,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1198,1,Male,87
44,Yes,Travel_Rarely,Travel_Rarely,Research & Development,10,4,Life Sciences,1,1200,3,Male,96
53,No,Travel_Rarely,Travel_Rarely,Research & Development,7,2,Medical,1,1201,4,Female,50
29,No,Travel_Rarely,Travel_Rarely,Research & Development,15,1,Life Sciences,1,1202,2,Female,69
22,Yes,Travel_Frequently,Travel_Rarely,Research & Development,3,4,Life Sciences,1,1203,3,Male,48
46,No,Travel_Rarely,Travel_Rarely,Sales,2,3,Marketing,1,1204,3,Female,69
