Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,ANOTHER_CATEGORICAL_COLUMN,ANNUAL CTC,ANNUAL SALES 
37,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,NO,164000,163934
38,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,CANTSAY,150000,149934
34,0,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,86,MAYBE,172000,171934
35,0,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,YES,144000,143934
30,0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,NO,76000,75934
40,0,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,CANTSAY,76000,75934
34,0,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,93,MAYBE,186000,185934
42,0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,66,YES,132000,131934
23,1,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,NO,126000,125934
24,0,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,60,CANTSAY,120000,119934
52,0,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,MAYBE,164000,163934
50,0,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,64,YES,128000,127934
29,1,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,NO,72000,71934
33,0,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,CANTSAY,98000,97934
33,1,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,MAYBE,138000,137934
47,0,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,YES,66000,65934
36,0,Travel_Rarely,676,Research & Development,1,3,Other,3,Female,35,NO,70000,69934
29,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,CANTSAY,162000,161934
58,1,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,31,MAYBE,62000,61934
35,0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,YES,80000,79934
42,0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,43,NO,86000,85934
28,1,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,46,CANTSAY,92000,91934
36,0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,36,MAYBE,72000,71934
32,0,Travel_Rarely,859,Research & Development,4,3,Life Sciences,3,Female,98,YES,196000,195934
40,0,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,51,NO,102000,101934
30,0,Travel_Rarely,946,Research & Development,2,3,Medical,3,Female,52,CANTSAY,104000,103934
45,0,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,95,MAYBE,190000,189934
42,0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,YES,196000,195934
38,0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,45,NO,90000,89934
34,0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,3,Female,100,CANTSAY,200000,199934
49,1,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,43,MAYBE,86000,85934
55,1,Travel_Rarely,436,Sales,2,1,Medical,3,Male,37,YES,74000,73934
43,0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,2,Male,94,NO,188000,187934
27,0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,3,Male,42,CANTSAY,84000,83934
35,0,Travel_Rarely,950,Research & Development,7,3,Other,3,Male,59,MAYBE,118000,117934
28,0,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,81,YES,162000,161934
34,0,Travel_Rarely,829,Human Resources,3,2,Human Resources,3,Male,88,NO,176000,175934
26,1,Travel_Frequently,887,Research & Development,5,2,Medical,3,Female,88,CANTSAY,176000,175934
27,0,Non-Travel,443,Research & Development,3,3,Medical,4,Male,50,MAYBE,100000,99934
51,0,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,66,YES,132000,131934
44,0,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,50,NO,100000,99934
25,0,Travel_Rarely,180,Research & Development,2,1,Medical,1,Male,65,CANTSAY,130000,129934
33,0,Travel_Rarely,586,Sales,1,3,Medical,1,Male,48,MAYBE,96000,95934
35,0,Travel_Rarely,1343,Research & Development,27,1,Medical,3,Female,53,YES,106000,105934
36,0,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,56,NO,112000,111934
32,0,Travel_Rarely,117,Sales,13,4,Life Sciences,2,Male,73,CANTSAY,146000,145934
30,0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,75,MAYBE,150000,149934
53,0,Travel_Rarely,661,Sales,7,2,Marketing,1,Female,78,YES,156000,155934
45,0,Travel_Rarely,930,Sales,9,3,Marketing,4,Male,74,NO,148000,147934
32,0,Travel_Rarely,638,Research & Development,8,2,Medical,3,Female,91,CANTSAY,182000,181934
52,0,Travel_Frequently,890,Research & Development,25,4,Medical,3,Female,81,MAYBE,162000,161934
37,0,Travel_Rarely,342,Sales,16,4,Marketing,4,Male,66,YES,132000,131934
28,0,Travel_Rarely,1169,Human Resources,8,2,Medical,2,Male,63,NO,126000,125934
22,0,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,4,Male,33,CANTSAY,66000,65934
44,0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,Male,62,MAYBE,124000,123934
42,0,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,35,YES,70000,69934
36,0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,Male,77,NO,154000,153934
25,0,Travel_Rarely,141,Sales,3,1,Other,3,Male,98,CANTSAY,196000,195934
35,0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,66,MAYBE,132000,131934
35,1,Travel_Frequently,130,Research & Development,25,4,Life Sciences,4,Female,96,YES,192000,191934
32,0,Non-Travel,300,Research & Development,1,3,Life Sciences,4,Male,61,NO,122000,121934
25,0,Travel_Rarely,583,Sales,4,1,Marketing,3,Male,87,CANTSAY,174000,173934
49,0,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,3,Female,36,MAYBE,72000,71934
24,0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,Male,46,YES,92000,91934
32,0,Travel_Frequently,379,Sales,5,2,Life Sciences,2,Male,48,NO,96000,95934
38,0,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,CANTSAY,196000,195934
42,0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,95,MAYBE,190000,189934
31,0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,4,Male,48,YES,96000,95934
29,1,Travel_Rarely,341,Sales,1,3,Medical,2,Female,48,NO,96000,95934
53,0,Travel_Rarely,868,Sales,8,3,Marketing,1,Male,73,CANTSAY,146000,145934
35,0,Travel_Rarely,672,Research & Development,25,3,Technical Degree,4,Male,78,MAYBE,156000,155934
37,0,Travel_Frequently,1231,Sales,21,2,Medical,3,Female,54,YES,108000,107934
53,0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,4,Female,72,NO,144000,143934
43,0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,4,Female,33,CANTSAY,66000,65934
47,0,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,35,MAYBE,70000,69934
37,0,Non-Travel,1252,Sales,19,2,Medical,1,Male,32,YES,64000,63934
50,0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,Male,98,NO,196000,195934
39,0,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,4,Female,42,CANTSAY,84000,83934
33,0,Travel_Rarely,1075,Human Resources,3,2,Human Resources,4,Male,57,MAYBE,114000,113934
32,1,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,Male,87,YES,174000,173934
29,0,Travel_Rarely,1086,Research & Development,7,1,Medical,1,Female,62,NO,124000,123934
44,0,Travel_Rarely,661,Research & Development,9,2,Life Sciences,2,Male,61,CANTSAY,122000,121934
28,0,Travel_Rarely,821,Sales,5,4,Medical,1,Male,98,MAYBE,196000,195934
58,1,Travel_Frequently,781,Research & Development,2,1,Life Sciences,4,Male,57,YES,114000,113934
43,0,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,Female,55,NO,110000,109934
20,1,Travel_Rarely,500,Sales,2,3,Medical,3,Female,49,CANTSAY,98000,97934
21,1,Travel_Rarely,1427,Research & Development,18,1,Other,4,Female,65,MAYBE,130000,129934
36,0,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,3,Male,68,YES,136000,135934
47,0,Travel_Rarely,1454,Sales,2,4,Life Sciences,4,Female,65,NO,130000,129934
22,1,Travel_Rarely,617,Research & Development,3,1,Life Sciences,2,Female,34,CANTSAY,68000,67934
41,1,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,2,Female,57,MAYBE,114000,113934
28,0,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,77,YES,154000,153934
39,1,Travel_Rarely,1122,Research & Development,6,3,Medical,4,Male,70,NO,140000,139934
27,0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,Female,76,CANTSAY,152000,151934
34,0,Travel_Rarely,546,Research & Development,10,3,Life Sciences,2,Male,83,MAYBE,166000,165934
42,0,Travel_Rarely,462,Sales,14,2,Medical,3,Female,68,YES,136000,135934
33,0,Travel_Rarely,1198,Research & Development,1,4,Other,3,Male,100,NO,200000,199934
58,0,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,3,Female,37,CANTSAY,74000,73934
31,0,Travel_Rarely,154,Sales,7,4,Life Sciences,2,Male,41,MAYBE,82000,81934
35,0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,4,Female,51,YES,102000,101934
49,0,Travel_Rarely,527,Research & Development,8,2,Other,1,Female,51,NO,102000,101934
48,0,Travel_Rarely,1469,Research & Development,20,4,Medical,4,Male,51,CANTSAY,102000,101934
31,0,Non-Travel,1188,Sales,20,2,Marketing,4,Female,45,MAYBE,90000,89934
36,0,Travel_Rarely,188,Research & Development,7,4,Other,2,Male,65,YES,130000,129934
38,0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,4,Female,80,NO,160000,159934
32,0,Non-Travel,1184,Research & Development,1,3,Life Sciences,3,Female,70,CANTSAY,140000,139934
25,1,Travel_Rarely,867,Sales,19,2,Marketing,3,Male,36,MAYBE,72000,71934
40,0,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,67,YES,134000,133934
26,0,Travel_Frequently,1283,Sales,1,3,Medical,3,Male,52,NO,104000,103934
41,0,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,59,CANTSAY,118000,117934
36,0,Travel_Rarely,938,Research & Development,2,4,Medical,3,Male,79,MAYBE,158000,157934
19,1,Travel_Rarely,419,Sales,21,3,Other,4,Male,37,YES,74000,73934
20,1,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,Male,84,NO,168000,167934
31,0,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,41,CANTSAY,82000,81934
40,0,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,35,MAYBE,70000,69934
32,0,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,93,YES,186000,185934
36,1,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,51,NO,102000,101934
33,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,42,CANTSAY,84000,83934
37,1,Travel_Rarely,625,Sales,1,4,Life Sciences,1,Male,46,MAYBE,92000,91934
45,0,Non-Travel,805,Research & Development,4,2,Life Sciences,3,Male,57,YES,114000,113934
29,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,3,Female,84,NO,168000,167934
35,0,Travel_Rarely,1219,Sales,18,3,Medical,3,Female,86,CANTSAY,172000,171934
52,0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,70,MAYBE,140000,139934
58,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Male,51,YES,102000,101934
53,0,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,NO,90000,89934
30,0,Travel_Rarely,231,Sales,8,2,Other,3,Male,62,CANTSAY,124000,123934
38,0,Non-Travel,152,Sales,10,3,Technical Degree,3,Female,85,MAYBE,170000,169934
35,0,Travel_Rarely,882,Sales,3,4,Life Sciences,4,Male,92,YES,184000,183934
39,0,Travel_Rarely,903,Sales,2,5,Life Sciences,1,Male,41,NO,82000,81934
40,1,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,100,CANTSAY,200000,199934
47,0,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,64,MAYBE,128000,127934
36,0,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,84,YES,168000,167934
31,1,Non-Travel,335,Research & Development,9,2,Medical,3,Male,46,NO,92000,91934
33,0,Non-Travel,722,Sales,17,3,Life Sciences,4,Male,38,CANTSAY,76000,75934
29,1,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,92,MAYBE,184000,183934
33,0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,2,Female,53,YES,106000,105934
45,0,Travel_Rarely,974,Research & Development,1,4,Medical,4,Female,91,NO,182000,181934
50,0,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,66,CANTSAY,132000,131934
33,0,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,84,MAYBE,168000,167934
41,0,Travel_Frequently,840,Research & Development,9,3,Medical,1,Male,64,YES,128000,127934
27,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,NO,74000,73934
45,0,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,CANTSAY,84000,83934
47,0,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,83,MAYBE,166000,165934
30,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,48,YES,96000,95934
50,0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,NO,190000,189934
38,0,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,CANTSAY,132000,131934
46,0,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,MAYBE,150000,149934
24,0,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,YES,82000,81934
35,1,Travel_Rarely,622,Research & Development,14,4,Other,3,Male,39,NO,78000,77934
31,0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,CANTSAY,192000,191934
18,0,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,73,MAYBE,146000,145934
54,0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,56,YES,112000,111934
35,0,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,NO,114000,113934
30,0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,73,CANTSAY,146000,145934
20,1,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,98,MAYBE,196000,195934
30,1,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,YES,120000,119934
26,0,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,NO,64000,63934
22,0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,CANTSAY,188000,187934
48,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,MAYBE,194000,193934
48,0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,YES,156000,155934
41,0,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,NO,84000,83934
39,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,CANTSAY,130000,129934
27,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,MAYBE,94000,93934
35,0,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,YES,90000,89934
42,0,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,NO,180000,179934
50,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,CANTSAY,128000,127934
59,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,MAYBE,138000,137934
37,1,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,YES,122000,121934
55,0,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,NO,124000,123934
41,0,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,CANTSAY,110000,109934
38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,MAYBE,84000,83934
26,1,Non-Travel,265,Sales,29,2,Medical,2,Male,79,YES,158000,157934
52,1,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,NO,114000,113934
44,0,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,CANTSAY,106000,105934
50,0,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,MAYBE,190000,189934
36,1,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,YES,86000,85934
39,0,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,NO,164000,163934
33,0,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,CANTSAY,176000,175934
45,0,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,MAYBE,180000,179934
32,0,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,YES,138000,137934
34,0,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,NO,150000,149934
59,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,CANTSAY,132000,131934
45,0,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,MAYBE,72000,71934
53,0,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,YES,76000,75934
36,1,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,NO,162000,161934
26,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,CANTSAY,114000,113934
34,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,MAYBE,174000,173934
28,0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,YES,148000,147934
38,0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,NO,88000,87934
50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,CANTSAY,124000,123934
37,0,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,MAYBE,70000,69934
40,0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,YES,148000,147934
26,0,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,NO,132000,131934
46,0,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,CANTSAY,80000,79934
54,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,MAYBE,82000,81934
56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,YES,126000,125934
36,0,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,NO,102000,101934
55,0,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,CANTSAY,80000,79934
43,0,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,MAYBE,158000,157934
20,1,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,YES,108000,107934
21,1,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,NO,72000,71934
46,0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,CANTSAY,148000,147934
51,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,MAYBE,68000,67934
28,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,YES,144000,143934
26,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,NO,118000,117934
30,0,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,CANTSAY,170000,169934
41,0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,MAYBE,86000,85934
38,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,YES,130000,129934
40,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,NO,122000,121934
27,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,CANTSAY,174000,173934
55,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,MAYBE,130000,129934
28,0,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,YES,118000,117934
44,1,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,NO,182000,181934
33,0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,CANTSAY,68000,67934
35,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,MAYBE,172000,171934
33,1,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,YES,108000,107934
28,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,NO,100000,99934
34,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,CANTSAY,90000,89934
37,0,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,MAYBE,176000,175934
25,1,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,YES,64000,63934
26,1,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,NO,74000,73934
33,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,CANTSAY,110000,109934
42,0,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,MAYBE,70000,69934
28,1,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,YES,90000,89934
50,1,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,NO,162000,161934
33,0,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,CANTSAY,60000,59934
34,0,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,MAYBE,80000,79934
48,0,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,YES,70000,69934
45,0,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,NO,130000,129934
52,0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,CANTSAY,174000,173934
38,0,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,MAYBE,146000,145934
29,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,YES,186000,185934
28,0,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,NO,186000,185934
46,0,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,CANTSAY,104000,103934
38,0,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,MAYBE,64000,63934
43,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,YES,166000,165934
39,1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,NO,168000,167934
40,0,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,CANTSAY,88000,87934
21,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,MAYBE,140000,139934
39,0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,YES,140000,139934
36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,NO,156000,155934
31,0,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,CANTSAY,134000,133934
28,0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,MAYBE,134000,133934
35,0,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,YES,108000,107934
49,0,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,NO,112000,111934
34,0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,CANTSAY,190000,189934
29,0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,MAYBE,122000,121934
42,0,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,YES,112000,111934
29,0,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,NO,158000,157934
38,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,CANTSAY,74000,73934
28,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,MAYBE,78000,77934
18,1,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,YES,160000,159934
33,1,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,NO,154000,153934
41,0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,CANTSAY,92000,91934
31,1,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,MAYBE,144000,143934
37,0,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,YES,104000,103934
27,0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,NO,110000,109934
34,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,CANTSAY,140000,139934
35,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,MAYBE,200000,199934
29,1,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,YES,90000,89934
40,0,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,NO,176000,175934
42,1,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,CANTSAY,88000,87934
42,0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,MAYBE,90000,89934
35,0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,YES,116000,115934
24,0,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,NO,98000,97934
28,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,CANTSAY,158000,157934
26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,MAYBE,164000,163934
30,0,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,YES,144000,143934
40,0,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,NO,184000,183934
35,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,CANTSAY,88000,87934
34,0,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,MAYBE,194000,193934
35,0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,YES,94000,93934
43,1,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,NO,170000,169934
32,0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,CANTSAY,152000,151934
56,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,MAYBE,184000,183934
29,0,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,YES,108000,107934
19,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,NO,108000,107934
45,0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,CANTSAY,166000,165934
37,0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,MAYBE,112000,111934
20,0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,YES,174000,173934
44,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,NO,192000,191934
53,0,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,CANTSAY,100000,99934
29,0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,MAYBE,138000,137934
22,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,YES,96000,95934
46,0,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,NO,138000,137934
44,0,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,CANTSAY,148000,147934
33,0,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,MAYBE,198000,197934
41,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,YES,190000,189934
30,0,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,NO,122000,121934
40,0,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,CANTSAY,124000,123934
